,Reviews,Game Title
2885,"There’s something here for everyone, as it feels like almost three separate games based on what you prefer to play. Sledgehammer Games has become a great storyteller with their (mostly) exciting campaign, solid multiplayer that keeps you hooked as you level up and earn Supply Drops, and a Nazi Zombie mode that’s sure to have you and your friends scratching your heads trying to solve its mysteries. They could have played it safe, but they weren’t happy with the status quo, which is where Headquarters and War spawned from, a great multiplayer addition to the series, and one that I hope stays going forward. It’s time to get the squad back together and get back into some intense World War II action as Call of Duty is indeed back and this year’s entry is pretty much a ‘must play’ for fans of the series, and fans of video games alike.",Call of Duty: WWII
2886," is a direct response to all the fans of the series that felt disappointed with the lackluster Zestiria. With a much more interesting overarching story, a stellar cast of characters and many refinements to the gameplay,  is easily the best Tales game since Vesperia.",Tales of Berseria
2887,Quotation forthcoming.,LocoRoco 2 Remastered
2888,"Obviously the Switch loses the neat, but ultimately gimmicky PlayStation VR mode with . What it replaces it with is a far superior featureset, though; cross platform play with anything but Sony’s console, as well as that really neat local multiplayer mode that turns the Switch into an impromptu board. That is so much more convenient than lugging a chess board down to your local café, park, or pub for a lazy afternoon of chess with friends.",Chess Ultra
2889,"If you’re looking to unlock your inner D&D dance machine, look no further than . If you’re feeling really ambitious, you can whip out your old DDR dance mats or Rockband 4 guitars. You know, really get immersed in the whole party style. Just be prepared for some humbling gameplay and to come away singing the songs for days on end.",The Metronomicon: Slay the Dance Floor
2890,"However, as an overall product,  is a must-buy for any 3D platforming fan. The pacing is superb in every stage, and there’s far more variety here than in any 3D platformer released in the past decade. The game definitely has some rough edges – but they’re a bit like eating a fine meal on a cracked plate. The overall experience is so great that you don’t remember the small nagging issues very much. The camera could definitely use some work, and the soundtrack may not be the most memorable ever – but it’s genuinely great, as is the voice work. It’s clear that this was a passion project, and it’s one of the finest crowd-funded projects ever made.",A Hat in Time
2891," has more than enough going for it to make it worth getting, so go and get it while the getting's good. [Issue #29, p. 20]",GoNNER
2892,"Two episodes in, and I’m absolutely astonished at just how good Life is Strange: Before the Storm is.",Life is Strange: Before the Storm - Episode 2: Brave New World
2893,"Despite the occasionally repetitive moment of combat, Wilson’s Heart is a must-play game that elevates narrative, visuals, sound, and gameplay for VR experiences to an entirely new level. Your time as Robert may have been a nightmare, but it’s a nightmare you’ll be eager to revisit again, and again, and again.",Wilson's Heart
2894,"Pokkén Tournament DX is a thoroughly enjoyable experience that undoubtedly deserves your time. The game impressed on every level; the core fighting gameplay is superb and incredibly extensive, the customisation options are truly staggering, and the attention to detail is abundantly clear. Not entirely faultless, but very close to it, this game is the Switch's next must-buy.",Pokken Tournament DX
2895,"At the end of the day,  isn't a racing game. It is an adventure game that happens to use racing as one of its core mechanics. There are many little things that you need to keep in mind to nail down a challenge. Strategy is the magical word here, and you shouldn't forget when the game throws you yet another curve. The journey is over before you know, which is a slight shame, as I was hoping for it skew a bit longer. Of course, it comes down to what a game does with its running time. In that respect, I couldn't be happier.",The Next Penelope
2896," is a game that I am not even close to finishing with. Its campaign is big enough to not feel tacked on, but the draw of the multiplayer action keeps dragging me away from finishing it. I can feel my skills improving after every round because it’s a new way to play against other players and that deserves highlighting in a highly saturated section of the market.",For Honor
2897," is an action adventure with a stunning visual style, engrossing world and enjoyable combat. It is a standard bearer for what the genre can achieve at this level.",Hob
